job_title,job_type,position_level,city,experience,skills,job_fields,salary,salary_min,salary_max,unit,avg_salary
nhân viên digital marketing,nhân viên chính thức,nhân viên,hồ chí minh,trên 2 năm,chuyên viên marketing,"truyền hình, marketing, biên tập, truyền thông, đối ngoại, quảng cáo, tiếp thị, báo chí",10 tr - 12 tr vnd,10.0,12.0,vnd,11.0
trợ lý phòng it,nhân viên chính thức,nhân viên,đồng nai,trên 1 năm,Unknown,"thư ký, hành chính, biên phiên dịch, cntt - phần mềm",10 tr - 15 tr vnd,10.0,15.0,vnd,12.5
digital marketing executive,nhân viên chính thức,nhân viên,hồ chí minh,trên 3 năm,"marketer, marketing executive, chuyên viên pr marketing, chuyên viên social media, chuyên viên marketing online, nhân viên marketing online, digital marketing executive ngành f&b, marketing operations officer, online marketing executive, nhân viên marketing, marketing specialist, nightlife","marketing, truyền thông, nghệ thuật, đối ngoại, thiết kế, quảng cáo, mỹ thuật, tiếp thị",15 tr - 20 tr vnd,15.0,20.0,vnd,17.5
garment quatility assurance,nhân viên chính thức,nhân viên,hồ chí minh,1 - 5 năm,"quality control, quản lý hệ thống chất lượng, garment quatility assurance fqa, qc, dqa, quality assurance","dệt may, da giày, vận hành sản xuất, sản xuất, thời trang",10 tr - 30 tr vnd,10.0,30.0,vnd,20.0
talent acquisition project recruiter,nhân viên chính thức,nhân viên,hồ chí minh,2 - 3 năm,Unknown,"nhân sự, thư ký, hành chính, dịch vụ khách hàng",13 tr - 18 tr vnd,13.0,18.0,vnd,15.5
chuyên viên it phát triển công nghệ,nhân viên chính thức,nhân viên,hà nội,1 - 2 năm,"phát triển công nghệ, chuyên viên it, chuyên viên phần mềm, it",cntt - phần mềm,12 tr - 15 tr vnd,12.0,15.0,vnd,13.5
pm furniture export,nhân viên chính thức,"trưởng nhóm , giám sát",hồ chí minh,3 - 5 năm,Unknown,nội ngoại thất,27 tr - 50 tr vnd,27.0,50.0,vnd,38.5
nhân viên tổng đài chăm sóc khách hàng vietjet air không yêu cầu kinh nghiệm,nhân viên chính thức,nhân viên,hồ chí minh,không yêu cầu, nhân viên tổng đài chăm sóc khách hàng vietjet air không yêu cầu kinh nghiệm,dịch vụ khách hàng,7 tr - 9 tr vnd,7.0,9.0,vnd,8.0
chuyên viên ub phòng giao dịch trảng bom cn đồng nai,nhân viên chính thức,nhân viên,đồng nai,không yêu cầu,chuyên viên ub phòng giao dịch trảng bom cn. đồng nai cnlt.,"ngân hàng, đầu tư, kinh doanh, bán hàng, tài chính",10 tr - 35 tr vnd,10.0,35.0,vnd,22.5
116546 senior process engineer cad cae solutions and plant engineering,nhân viên chính thức,nhân viên,hồ chí minh,2 - 7 năm," senior process engineer cad, kỹ sư quy trình, cae solutions and plant engineering","vận hành sản xuất, sản xuất",25 tr - 28 tr vnd,25.0,28.0,vnd,26.5
nhân viên it,nhân viên chính thức,nhân viên,hồ chí minh,trên 3 năm,"nhân viên it, nhân viên cntt","cntt - phần cứng, mạng",lên đến 13 tr vnd,0.0,13.0,vnd,6.5
trợ lý quản lý phòng đảm bảo chất lượng qc assitant manager,nhân viên chính thức,nhân viên,đồng nai,3 - 5 năm,Unknown,"điện, điện tử, điện lạnh, qc), điện công nghiệp, vận hành sản xuất, sản xuất, quản lý chất lượng (qa",trên 17 tr vnd,17.0,0.0,vnd,8.5
nhân viên triển khai kỹ thuật kiến trúc nội thất 2d,nhân viên chính thức,nhân viên,hà nội,2 - 5 năm,Unknown,"nghệ thuật, thiết kế, kiến trúc, nội ngoại thất, mỹ thuật",15 tr - 20 tr vnd,15.0,20.0,vnd,17.5
service engineer,nhân viên chính thức,nhân viên,kv nam trung bộ,trên 2 năm,"service engineer, technical assistant","điện, sửa chữa, cơ khí, bảo trì, điện tử, điện lạnh, tự động hóa, điện công nghiệp, ô tô","600 - 1,000 usd",15.0,25.0,usd,20.0
nhân viên kinh doanh chi nhánh saigontourist long an,nhân viên chính thức,nhân viên,long an,không yêu cầu,"sales executive, nhân viên phòng kinh doanh, chuyên viên kinh doanh, đại diện bán hàng, đại diện kinh doanh, nhân viên kinh doanh chi nhánh saigontourist long an, sales engineer, sales dept, telesales, salesman, nhân viên bán hàng",du lịch,"6,2 tr - 9 tr vnd",6.2,9.0,vnd,7.6
chuyên viên it,nhân viên chính thức,nhân viên,hà nội,2 - 3 năm,"nhân viên it, it engineer, it supervisor, it executive, it staff, chuyên viên it, it support, nhân viên tin học, it helpdesk, it specialist, it officer","cntt - phần cứng, mạng, cntt - phần mềm",14 tr - 18 tr vnd,14.0,18.0,vnd,16.0
process engineer,nhân viên chính thức,"trưởng nhóm , giám sát",bình dương,1 - 5 năm,"process engineer, kỹ sư quy trình","điện công nghiệp, điện lạnh, điện, điện tử",15 tr - 23 tr vnd,15.0,23.0,vnd,19.0
data system management,nhân viên chính thức,nhân viên,bình dương,2 - 3 năm,Unknown,"quản lý điều hành, thư ký, hành chính, cntt - phần mềm",12 tr - 18 tr vnd,12.0,18.0,vnd,15.0
tuyển dụng sale lào cai kênh gt,nhân viên chính thức,nhân viên,lào cai,không yêu cầu,Unknown,"marketing, bán sỉ, bán lẻ, kinh doanh, tiếp thị, bán hàng",11 tr - 17 tr vnd,11.0,17.0,vnd,14.0
security presales,nhân viên chính thức,nhân viên,hồ chí minh,trên 3 năm,"security presales, chuyên viên kinh doanh, nhân viên kinh doanh","kinh doanh, bán hàng",14 tr - 30 tr vnd,14.0,30.0,vnd,22.0
nhân viên bán hàng đồng nai,nhân viên chính thức,nhân viên,đồng nai,1 - 2 năm,"tư vấn kinh doanh, đại diện bán hàng, đại diện kinh doanh, tư vấn bán hàng, sales representative, nvkd, nhân viên kinh doanh, nhân viên bán hàng đồng nai, salesman, bán hàng","tư vấn, bán sỉ, bán lẻ, kinh doanh, bán hàng",8 tr - 12 tr vnd,8.0,12.0,vnd,10.0
bác sĩ làm việc tại định quán đồng nai,"nhân viên chính thức, bán thời gian",nhân viên,đồng nai,1 - 2 năm,"doctor, bác sĩ làm việc tại định quán đồng nai, therapist, bác sĩ chuyên khoa","y tế, dược phẩm, thẩm mỹ, hóa mỹ phẩm, làm đẹp, dịch vụ khách hàng, chăm sóc sức khỏe",18 tr - 25 tr vnd,18.0,25.0,vnd,21.5
nhân viên it,nhân viên chính thức,nhân viên,đồng nai,3 - 4 năm,"& it, phụ trách kỹ thuật, it staff, it support staff, service engineer, nhân viên hỗ trợ kỹ thuật, it support assistant, nhân viên it helpdesk, it support, technical assistant, it officer","điện, mạng, điện tử, điện lạnh, điện công nghiệp, cntt - phần cứng, vận hành sản xuất, sản xuất",13 tr - 17 tr vnd,13.0,17.0,vnd,15.0
giám sát dịch vụ hệ thống it,nhân viên chính thức,"trưởng nhóm , giám sát",đồng nai,2 - 5 năm,"chuyên gia tư vấn, tiếng trung làm việc tại vũng tàu & đồng nai, loi quoc viet, infotech, cố vấn, it helpdesk, giám sát dịch vụ hệ thống it tiếng anh","mạng, cntt - phần cứng, vận hành sản xuất, sản xuất, cntt - phần mềm",25 tr - 30 tr vnd,25.0,30.0,vnd,27.5
nhân viên chỉnh sửa hình ảnh photo editor,nhân viên chính thức,nhân viên,hồ chí minh,không yêu cầu,"photoshop, nhân viên chỉnh sửa hình ảnh photo editor, editor, retoucher, chỉnh sửa ảnh, photo editor","nghệ thuật, xuất bản, thiết kế, in ấn, nội ngoại thất, mỹ thuật",10 tr - 20 tr vnd,10.0,20.0,vnd,15.0
nhân viên đất đai,nhân viên chính thức,nhân viên,phú yên,1 - 3 năm,"nhân viên trắc địa, nhân viên đo đạc địa chính, khoáng sản, chuyên viên trắc địa, nhân viên đo đạc đất đai, nhân viên khoáng sản, đất đai","địa chất, trắc địa",10 tr - 15 tr vnd,10.0,15.0,vnd,12.5
video editor quản lý kênh youtube,nhân viên chính thức,nhân viên,hồ chí minh,không yêu cầu,"video editor quản lý kênh youtube, biên tập viên, nhân viên biên tập tin nội bộ","truyền hình, biên tập, truyền thông, đối ngoại, quảng cáo, báo chí",7 tr - 9 tr vnd,7.0,9.0,vnd,8.0
trưởng phòng it công nghệ thông tin,nhân viên chính thức,"trưởng nhóm , giám sát",hà nội,3 - 5 năm,Unknown,"cntt - phần cứng, mạng, cntt - phần mềm",30 tr - 60 tr vnd,30.0,60.0,vnd,45.0
kỹ sư bán hàng sales engineer,nhân viên chính thức,nhân viên,hà nội,1 - 2 năm,"sales executive, nhân viên phòng kinh doanh, chuyên viên kinh doanh, đại diện bán hàng, đại diện kinh doanh, nhân viên kinh doanh lương cứng từ tr + hoa hồng, sales engineer, sales dept, telesales, salesman, nhân viên bán hàng","kinh doanh, bán hàng, vận hành sản xuất, sản xuất",10 tr - 15 tr vnd,10.0,15.0,vnd,12.5
nhân viên triển khai bản vẽ kỹ thuật abf cnc,nhân viên chính thức,nhân viên,hồ chí minh,không yêu cầu,"cnc, abf, kỹ thuật","nghệ thuật, thiết kế, kiến trúc, nội ngoại thất, mỹ thuật",12 tr - 20 tr vnd,12.0,20.0,vnd,16.0
chuyên viên qhkh doanh nghiệp lào cai,nhân viên chính thức,nhân viên,lào cai,1 - 2 năm,Unknown,"kinh doanh, bán hàng, bất động sản, ngân hàng",10 tr - 20 tr vnd,10.0,20.0,vnd,15.0
nhân viên it helpdesk,nhân viên chính thức,mới tốt nghiệp,hồ chí minh,không yêu cầu,"service engineer, it support assistant, technical assistant, it staff","cntt - phần cứng, mạng",8 tr - 10 tr vnd,8.0,10.0,vnd,9.0
digital marketing leader,nhân viên chính thức,"trưởng nhóm , giám sát",hồ chí minh,1 - 2 năm,"giám đốc marketing, trưởng phòng marketing, makerting manager, head of marketing and communication, makerting director, marketing supervisor, giám sát tiếp thị, giám đốc truyền thông & tiếp thị, giám đốc tiếp thị","tiếp thị, marketing, bất động sản",trên 15 tr vnd,15.0,0.0,vnd,7.5
sales b2b it hardware products 33m,nhân viên chính thức,nhân viên,hà nội,3 - 5 năm,"nhân viên it, it engineer, it supervisor, it executive, chuyên viên it, sales bb project it hardware products m, it support, nhân viên tin học, it helpdesk, it specialist, it officer","marketing, mạng, kinh doanh, tiếp thị, bán hàng, cntt - phần cứng",26 tr - 33 tr vnd,26.0,33.0,vnd,29.5
purchasing supply chain manager,nhân viên chính thức,quản lý,hồ chí minh,5 - 8 năm,"supply chain manager, purchasing & supply chain manager, supply manager, suppy chain supervisor, quản lý cung ứng, quản lý chuỗi cung ứng, purchasing manager","thu mua, vật tư, xuất nhập khẩu, nội ngoại thất",40 tr - 45 tr vnd,40.0,45.0,vnd,42.5
overseas digital marketing,nhân viên chính thức,nhân viên,hồ chí minh,2 - 4 năm,"marketing, hochiminh, overseas, digital","chăm sóc cá nhân, kinh doanh, bán hàng, dịch vụ khách hàng, hàng gia dụng",12 tr - 19 tr vnd,12.0,19.0,vnd,15.5
chuyên viên video editor,nhân viên chính thức,nhân viên,hà nội,1 - 5 năm,Unknown,"tổ chức sự kiện, nghệ thuật, truyền thông, thiết kế, đối ngoại, quảng cáo, mỹ thuật",12 tr - 15 tr vnd,12.0,15.0,vnd,13.5
chuyên viên digital marketing,nhân viên chính thức,nhân viên,hà nội,1 - 3 năm,"marketer, marketing executive, chuyên viên pr marketing, chuyên viên marketing online, nhân viên marketing online, online marketing executive, chuyên viên digital marketing, nhân viên marketing, marketing specialist","tiếp thị, marketing",12 tr - 15 tr vnd,12.0,15.0,vnd,13.5
chuyên viên digital marketing,nhân viên chính thức,nhân viên,hà nội,trên 1 năm,"marketer, marketing executive, chuyên viên pr marketing, chuyên viên social media, chuyên viên marketing online, nhân viên marketing online, marketing operations officer, online marketing executive, chuyên viên digital marketing, nhân viên marketing, marketing specialist","dệt may, marketing, da giày, bán sỉ, bán lẻ, tiếp thị, thời trang",12 tr - 18 tr vnd,12.0,18.0,vnd,15.0
network security engineer kỹ sư an ninh mạng,nhân viên chính thức,nhân viên,hồ chí minh,5 - 7 năm,Unknown,"bưu chính viễn thông, cntt - phần cứng, mạng, cntt - phần mềm",20 tr - 50 tr vnd,20.0,50.0,vnd,35.0
talent acquisition executive,nhân viên chính thức,nhân viên,hồ chí minh,2 - 4 năm,"nhân viên tư vấn, chuyên viên tư vấn, tư vấn viên, consultant, talent acquisition executive, senior consultant, counsellor","thư ký, hành chính, nhân sự",14 tr - 16 tr vnd,14.0,16.0,vnd,15.0
senior sales it,nhân viên chính thức,nhân viên,hà nội,trên 1 năm,"sales executive, sales support, sales representative, it, senior sales it, sales","tư vấn, bán hàng, kinh doanh, cntt - phần mềm","1,000 - 1,500 usd",25.0,37.5,usd,31.25
sales trainee giám sát kinh doanh tài năng 2025,nhân viên chính thức,mới tốt nghiệp,cần thơ,không yêu cầu,Unknown,"mới tốt nghiệp, thực tập, bán sỉ, bán lẻ, kinh doanh, bán hàng",15 tr - 25 tr vnd,15.0,25.0,vnd,20.0
digital marketing executive,nhân viên chính thức,"trưởng nhóm , giám sát",hồ chí minh,trên 3 năm,"marketer, marketing executive, chuyên viên pr marketing, digital marketing executive, chuyên viên marketing online, chuyên viên social media, nhân viên marketing online, marketing operations officer, online marketing executive, nhân viên marketing, marketing specialist","thương mại điện tử, tiếp thị, marketing, tiếp thị trực tuyến",trên 11 tr vnd,11.0,0.0,vnd,5.5
senior data analyst xây dựng hệ thống bi portal,nhân viên chính thức,nhân viên,hà nội,3 - 4 năm,Unknown,"cntt - phần cứng, thống kê, mạng, cntt - phần mềm",30 tr - 47 tr vnd,30.0,47.0,vnd,38.5
giao dịch viên hai bà trưng,nhân viên chính thức,nhân viên,hà nội,không yêu cầu,"nhân viên môi giới, giao dịch viên hai bà trưng, nhân viên giao dịch ngân hàng, chuyên viên đối ngoại, nhân viên giao dịch","giao nhận, bưu chính viễn thông, vận chuyển, kho vận","7,5 tr - 8,5 tr vnd",7.5,8.5,vnd,8.0
chuyên viên r d công bố research data,nhân viên chính thức,nhân viên,long an,3 - 10 năm,"research and development assistant, chuyên viên nghiên cứu và phát triển, research data làm việc tại thảo điền quận hcm, trợ lý nghiên cứu và phát triển, r d staff, r & d officer, chuyên viên r&d công bố, reasearch assistant, development assistant, r & d executive, r & d specialist, research and development specialist","thực phẩm & đồ uống, dinh dưỡng, công nghệ thực phẩm, vận hành sản xuất, sản xuất",trên 15 tr vnd,15.0,0.0,vnd,7.5
hà nội service trainer,nhân viên chính thức,nhân viên,hà nội,1 - 3 năm,"training specialist, hà nội service trainer nhân viên đào tạo dịch vụ","dệt may, da giày, nhân sự, giáo dục, đào tạo, thời trang",12 tr - 15 tr vnd,12.0,15.0,vnd,13.5
digital mkt,nhân viên chính thức,nhân viên,hà nội,1 - 2 năm,online,"tiếp thị, marketing",14 tr - 20 tr vnd,14.0,20.0,vnd,17.0
gereral affairs executive,bán thời gian,nhân viên,hồ chí minh,3 - 5 năm,Unknown,"thư ký, kế toán, hành chính, kiểm toán",600 - 800 usd,15.0,20.0,usd,17.5
nhân viên bán hàng đồng nai,nhân viên chính thức,nhân viên,đồng nai,lên đến 1 năm,"tư vấn kinh doanh, đại diện bán hàng, đại diện kinh doanh, tư vấn bán hàng, sales representative, nhân viên thu ngân, nhân viên kinh doanh, salesman, bán hàng, nhân viên bán hàng","thực phẩm & đồ uống, bán sỉ, bán lẻ, kinh doanh, bán hàng",trên 9 tr vnd,9.0,0.0,vnd,4.5
sales engineer,nhân viên chính thức,nhân viên,hồ chí minh,lên đến 1 năm,"chuyên viên kinh doanh sales engineer, nhân viên kinh doanh, giám sát kinh doanh, sales executive","cơ khí, tự động hóa, kinh doanh, ô tô, bán hàng, bán hàng kỹ thuật",12 tr - 15 tr vnd,12.0,15.0,vnd,13.5
ai technical project manager,nhân viên chính thức,"trưởng nhóm , giám sát",hà nội,3 - 4 năm,"thư ký công trường, site secretary, phó ban quản lý dự án, ai technical project manager, trưởng ban quản lý dự án","thương mại điện tử, cntt - phần mềm",35 tr - 50 tr vnd,35.0,50.0,vnd,42.5
chuyên viên digital marketing,nhân viên chính thức,nhân viên,hồ chí minh,trên 2 năm,"marketer, marketing executive, chuyên viên pr marketing, chuyên viên social media, chuyên viên marketing online, nhân viên marketing online, marketing operations officer, online marketing executive, chuyên viên digital marketing, nhân viên marketing, marketing specialist","marketing, truyền thông, đối ngoại, quảng cáo, tiếp thị trực tuyến, tiếp thị",12 tr - 18 tr vnd,12.0,18.0,vnd,15.0
nhân viên tuyển dụng talent acquisition,nhân viên chính thức,nhân viên,hà nội,2 - 3 năm,"chuyên viên tuyển dụng, nhân viên tuyển dụng, executive recruitment, talent acquisition","bán sỉ, nhân sự, bán lẻ",15 tr - 20 tr vnd,15.0,20.0,vnd,17.5
kỹ sư cơ điện me engineer,nhân viên chính thức,nhân viên,hà nội,không yêu cầu,"kỹ sư m&e, electrical engineer, kỹ sư giám sát điện, kỹ sư cơ điện me engineer, m&e engineer, kỹ sư thiết kế hệ thống điện, mechanical and electrical engineer, nhân viên kỹ thuật điện cơ khí","điện, cơ khí, điện tử, điện lạnh, tự động hóa, điện công nghiệp, ô tô",12 tr - 25 tr vnd,12.0,25.0,vnd,18.5
chuyên viên triển khai phần mềm,nhân viên chính thức,nhân viên,hà nội,lên đến 1 năm,"chuyên viên tư vấn triển khai phần mềm erp, nhân viên it triển khai phần mềm, chuyên viên hỗ trợ và triển khai sản phẩm","tư vấn, dịch vụ khách hàng, cntt - phần mềm",lên đến 12 tr vnd,0.0,12.0,vnd,6.0
digital marketing,nhân viên chính thức,nhân viên,hà nội,2 - 3 năm,"online, social media, digital","marketing, truyền thông, đối ngoại, quảng cáo, tiếp thị trực tuyến, tiếp thị",12 tr - 18 tr vnd,12.0,18.0,vnd,15.0
khai triển 2d kiến trúc nội thất,nhân viên chính thức,nhân viên,kiên giang,trên 1 năm,"khai triển kỹ thuật, cadman, kiến trúc, họa viên, khai triển 3d, khai triển thi công, kiến trúc sư, khai triển 2d, nhân viên thiết kế, nội thất","kiến trúc, nội ngoại thất, xây dựng",18 tr - 25 tr vnd,18.0,25.0,vnd,21.5
editor,nhân viên chính thức,nhân viên,hồ chí minh,lên đến 1 năm,"biên tập viên, nhân viên biên tập tin nội bộ, editor","y tế, dinh dưỡng, thẩm mỹ, công nghệ thực phẩm, làm đẹp, chăm sóc sức khỏe",14 tr - 18 tr vnd,14.0,18.0,vnd,16.0
senior it application support crm,nhân viên chính thức,nhân viên,hồ chí minh,2 - 5 năm,"nhân viên it, it manager, it staff, service engineer, chuyên viên it, nhân viên hỗ trợ kỹ thuật, it support assistant, it support, technical assistant, senior it application support crm, it helpdesk","đầu tư, tài chính, ngân hàng, cntt - phần mềm","1,000 - 1,600 usd",25.0,40.0,usd,32.5
kỹ sư điện triển khai bản vẽ hvac,nhân viên chính thức,nhân viên,cần thơ,không yêu cầu,"nhân viên điện công trình, kỹ sư m&e, electrical engineer, kỹ sư giám sát điện, m&e engineer, kỹ sư cơ điện công trình, kỹ sư thiết kế hệ thống điện, kỹ sư điện triển khai bản vẽ hvac gấp, chuyên viên kỹ thuật điện","điện công nghiệp, điện lạnh, điện, điện tử","7,5 tr - 11 tr vnd",7.5,11.0,vnd,9.25
fullstack developer,nhân viên chính thức,nhân viên,hà nội,2 - 3 năm,"lập trình, fullstack developer next.js & node.js","kinh doanh, bán hàng",20 tr - 30 tr vnd,20.0,30.0,vnd,25.0
digital marketing,nhân viên chính thức,nhân viên,hà nội,trên 1 năm,"online, digital marketing, social media","tiếp thị, marketing",12 tr - 17 tr vnd,12.0,17.0,vnd,14.5
kiến trúc sư triển khai,nhân viên chính thức,nhân viên,hà nội,trên 3 năm,Unknown,"kiến trúc, xây dựng",15 tr - 18 tr vnd,15.0,18.0,vnd,16.5
nhân viên it,nhân viên chính thức,nhân viên,hồ chí minh,2 - 3 năm,"nhân viên it, it engineer, it administrator, it supervisor, it executive, it staff, it support, nhân viên tin học, it helpdesk, it specialist, it officer","cntt - phần cứng, mạng, cntt - phần mềm",17 tr - 22 tr vnd,17.0,22.0,vnd,19.5
junior graduated developer,nhân viên chính thức,mới tốt nghiệp,hồ chí minh,không yêu cầu,".net, vb.net, .net developer, .net programmer, c#, lập trình viên asp.net, asp.net mvc developer, asp.net developer, asp.net, lập trình viên .net",cntt - phần mềm,7 tr - 15 tr vnd,7.0,15.0,vnd,11.0
nhân viên vận hành sản xuất phô mai bình dương,nhân viên chính thức,mới tốt nghiệp,bình dương,không yêu cầu,"operation staff, nhân viên vận hành sản xuất phô mai bình dương, nhân viên phòng sản xuất, process operation","điện, dinh dưỡng, điện tử, điện lạnh, công nghệ thực phẩm, điện công nghiệp, công nghệ sinh học",9 tr - 10 tr vnd,9.0,10.0,vnd,9.5
data engineer,nhân viên chính thức,nhân viên,hồ chí minh,không yêu cầu,Unknown,cntt - phần mềm,12 tr - 26 tr vnd,12.0,26.0,vnd,19.0
giao dịch viên lào cai,nhân viên chính thức,nhân viên,lào cai,không yêu cầu,"nhân viên môi giới, nhân viên giao dịch ngân hàng, giao dịch viên lào cai, chuyên viên đối ngoại, nhân viên giao dịch","đầu tư, tài chính, ngân hàng",7 tr - 10 tr vnd,7.0,10.0,vnd,8.5
vietjet air tổng đài viên chăm sóc khách hàng line tiếng anh,nhân viên chính thức,nhân viên,hồ chí minh,không yêu cầu,"customer services, khách hàng, vietjet air tổng đài viên chăm sóc khách hàng line tiếng anh nhận việc ngay, cskh","hàng không, dịch vụ khách hàng",8 tr - 9 tr vnd,8.0,9.0,vnd,8.5
kiến trúc sư architect,nhân viên chính thức,nhân viên,hồ chí minh,trên 2 năm,"kiến trúc sư công trình, creative specialist, kiến trúc sư architect, họa sĩ, graphic designer, kiến trúc sư họa viên kiến trúc, trưởng bộ phận thiết kế, họa viên kiến trúc, animation artist, creative director, chief of designers",kiến trúc,10 tr - 14 tr vnd,10.0,14.0,vnd,12.0
117941 mechanical engineer water and wastewater treatment system,nhân viên chính thức,nhân viên,hồ chí minh,trên 2 năm,"kỹ sư cơ giới, kỹ sư cơ khí, kỹ sư cơ khí ô tô động lực, mechanical engineer water and wastewater treatment system",xây dựng,12 tr - 25 tr vnd,12.0,25.0,vnd,18.5
chuyên viên digital marketing,nhân viên chính thức,nhân viên,hà nội,1 - 2 năm,"marketer, marketing executive, chuyên viên pr marketing, chuyên viên social media, chuyên viên marketing online, nhân viên marketing online, marketing operations officer, online marketing executive, chuyên viên digital marketing, nhân viên marketing, marketing specialist","tiếp thị, marketing",12 tr - 20 tr vnd,12.0,20.0,vnd,16.0
chuyên viên digital marketing,nhân viên chính thức,nhân viên,bình dương,1 - 2 năm,"marketer, marketing executive, chuyên viên pr marketing, chuyên viên social media, chuyên viên marketing online, nhân viên marketing online, marketing operations officer, online marketing executive, chuyên viên digital marketing, nhân viên marketing, marketing specialist","tiếp thị, marketing, tiếp thị trực tuyến",18 tr - 25 tr vnd,18.0,25.0,vnd,21.5
talent acquisition executive chuyên viên tuyển dụng,nhân viên chính thức,nhân viên,hà nội,2 - 3 năm," talent acquisition executive, chuyên viên tuyển dụng, executive recruitment, recruiter, nhân viên tuyển dụng đào tạo, nhân viên tuyển dụng",nhân sự,8 tr - 12 tr vnd,8.0,12.0,vnd,10.0
kế toán master data,nhân viên chính thức,nhân viên,long an,1 - 4 năm,"chuyên viên kế toán, kế toán master data, thống kê, kế toán viên","đầu tư, kế toán, kiểm toán, tài chính",13 tr - 16 tr vnd,13.0,16.0,vnd,14.5
chăm sóc khách hàng quốc tế vietjet air không yêu cầu kinh nghiệm,nhân viên chính thức,nhân viên,hồ chí minh,không yêu cầu, chăm sóc khách hàng quốc tế tiếng anh vietjet air không yêu cầu kinh nghiệm,"hàng không, dịch vụ khách hàng, biên phiên dịch","8 tr - 8,2 tr vnd",8.0,8.2,vnd,8.1
chuyên viên tập sự khách hàng doanh nghiệp cn gia lai,thực tập,"sinh viên, thực tập sinh",gia lai,không yêu cầu,chuyên viên tập sự khách hàng doanh nghiệp cn. gia lai cnlt.,"ngân hàng, đầu tư, kinh doanh, bán hàng, tài chính","2,5 tr - 15 tr vnd",2.5,15.0,vnd,8.75
nutrition consultant doctor,nhân viên chính thức,nhân viên,hồ chí minh,3 - 5 năm,"nhân viên tư vấn, chuyên viên tư vấn, tư vấn viên, executive, nutrition consultant doctor, senior, counsellor","y tế, dược phẩm, thẩm mỹ, hóa mỹ phẩm, làm đẹp, chăm sóc sức khỏe","2,000 - 4,000 usd",50.0,100.0,usd,75.0
cam cad engineer id25761,nhân viên chính thức,nhân viên,hà nội,trên 3 năm,"nhân viên phòng khai thác phát triển mẫu, nhân viên cad 3d, họa viên, design engineer, web designer, cam, formwork specialist, trợ lý chế tạo khuôn mẫu, designer, nhân viên thiết kế khuôn mẫu ngành nhựa, nhân viên thiết kế, cad engineer id","điện, sửa chữa, cơ khí, bảo trì, điện tử, điện lạnh, tự động hóa, điện công nghiệp, ô tô",15 tr - 18 tr vnd,15.0,18.0,vnd,16.5
junior developer,nhân viên chính thức,nhân viên,hà nội,1 - 2 năm,"junior developer, frontend, javascript",cntt - phần mềm,25 tr - 35 tr vnd,25.0,35.0,vnd,30.0
nhân viên kinh doanh phát triển thị trường khu vực đồng nai lương cứng 10 15tr hoa hồng,nhân viên chính thức,nhân viên,đồng nai,2 - 5 năm,Unknown,"kinh doanh, bán hàng",15 tr - 35 tr vnd,15.0,35.0,vnd,25.0
giám đốc kinh doanh etc thầu làm việc tại đồng nai,nhân viên chính thức,quản lý,đồng nai,2 - 5 năm,"giám đốc công ty, giám đốc kinh doanh, giám đốc kinh doanh etc, quản lý kinh doanh etc, quản lý kinh doanh khu vực, trưởng phòng kinh doanh etc, quản lý kinh doanh thầu etc, trình dược viên etc, kinh doanh dược phẩm, etc supervisor","y tế, dược phẩm, thẩm mỹ, hóa mỹ phẩm, làm đẹp, kinh doanh, bán hàng, chăm sóc sức khỏe",30 tr - 50 tr vnd,30.0,50.0,vnd,40.0
sales engineer,nhân viên chính thức,nhân viên,hồ chí minh,3 - 5 năm,"kỹ sư kinh doanh, service engineer, sales engineer, kỹ sư bán hàng","kinh doanh, điện, điện tử, điện lạnh, điện công nghiệp, bán hàng, bán hàng kỹ thuật",12 tr - 25 tr vnd,12.0,25.0,vnd,18.5
tuyển lập trình viên net fullstack,nhân viên chính thức,nhân viên,hà nội,lên đến 3 năm,".net programmer, software developer asp net, frontend developer, lập trình viên, game developer, software developer, asp net software engineer, advert developer, tuyển lập trình viên .net fullstack, asp net software developer",cntt - phần mềm,15 tr - 30 tr vnd,15.0,30.0,vnd,22.5
nhân viên khai báo hải quan customs declarant executive,nhân viên chính thức,nhân viên,hồ chí minh,1 - 2 năm,"nhân viên tư vấn, chuyên viên tư vấn, tư vấn viên, consultant, nhân viên khai báo hải quan customs declarant executive, senior consultant, counsellor","giao nhận, vận chuyển, xuất nhập khẩu, kho vận",8 tr - 12 tr vnd,8.0,12.0,vnd,10.0
senior it budget and vendor management specialist,nhân viên chính thức,nhân viên,hồ chí minh,3 - 5 năm,"manager, senior it budget and vendor management specialist english, officier, coordinator, associates accountant, nhân viên mua hàng staff, purchasing staff, staff, supervisor, executive, purchasing","kế toán, kiểm toán, ngân hàng, cntt - phần mềm","1,000 - 1,500 usd",25.0,37.5,usd,31.25
nhân viên digital marketing,nhân viên chính thức,nhân viên,hà nội,2 - 3 năm,Unknown,"đối ngoại, tiếp thị trực tuyến, truyền thông, quảng cáo",15 tr - 20 tr vnd,15.0,20.0,vnd,17.5
hiệu phó chuyên môn tiểu học long khánh đồng nai,nhân viên chính thức,quản lý,đồng nai,2 - 3 năm,Unknown,"quản lý điều hành, giáo dục, đào tạo",20 tr - 25 tr vnd,20.0,25.0,vnd,22.5
